monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
326989,130537,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326990,130538,21.5  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
326991,130539,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326992,130540,22.0  in,1920 x 1080,,25 ms,,16:09
326993,130541,22.0  in,1920 x 1080,75 Hz,5 ms,,16:09
326994,130542,27.0  in,2560 x 1440,60 Hz,12 ms,IPS,16:09
326995,130543,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326996,130544,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326997,130545,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326998,130546,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326999,130547,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327000,130548,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
327001,130549,20.0  in,1600 x 900,,5 ms,,16:09
327002,130550,24.0  in,1920 x 1080,,4 ms,,16:09
327003,130551,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327004,130552,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327005,130553,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327006,130554,31.5  in,1920 x 1080,144 Hz,4 ms,VA,16:09
327007,130555,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
327008,130556,22.0  in,1920 x 1080,,14 ms,IPS,16:09
327009,130557,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
327010,130558,19.0  in,1280 x 1024,60 Hz,5 ms,IPS,5:04
327011,130559,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327012,130560,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327013,130561,18.5  in,1360 x 768,,5 ms,,16:09
327014,130562,18.5  in,1366 x 768,,5 ms,,16:09
327015,130563,23.0  in,1920 x 1080,,5 ms,,16:09
327016,130564,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327017,130565,19.0  in,1366 x 768,,5 ms,,16:09
327018,130566,22.0  in,1920 x 1080,,5 ms,,16:09
327019,130567,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327020,130568,25.0  in,2560 x 1080,60 Hz,14 ms,IPS,21:09
327021,130569,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327022,130570,24.0  in,1920 x 1080,,5 ms,,16:09
327023,130571,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327024,130572,27.5  in,1366 x 768,60 Hz,6 ms,TN,16:09
327025,130573,21.5  in,1920 x 1080,,5 ms,,16:09
327026,130574,17.0  in,1280 x 1024,,5 ms,,5:04
327027,130575,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327028,130576,20.0  in,1600 x 900,,5 ms,,16:09
327029,130577,24.0  in,1920 x 1080,,5 ms,,16:09
327030,130578,18.5  in,1366 x 768,,5 ms,,16:09
327031,130579,19.0  in,1280 x 1024,,5 ms,,5:04
327032,130580,27.0  in,2560 x 1440,,12 ms,IPS,16:09
327033,130581,23.0  in,1920 x 1080,,5 ms,,16:09
327034,130582,31.5  in,2560 x 1440,144 Hz,,VA,16:09
327035,130583,18.5  in,1366 x 768,,5 ms,,16:09
327036,130584,27.0  in,1920 x 1080,60 Hz,8 ms,VA,16:09
327037,130585,23.0  in,1920 x 1080,,7 ms,IPS,16:09
327038,130586,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
327039,130587,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327040,130588,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327041,130589,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327042,130590,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327043,130591,24.0  in,1920 x 1080,,5 ms,,16:09
327044,130592,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327045,130593,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327046,130594,25.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327047,130595,15.6  in,1366 x 768,60 Hz,,TN,16:09
327048,130596,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
327049,130597,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
327050,130598,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327051,130599,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
327052,130600,24.1  in,1920 x 1200,60 Hz,,IPS,16:10
327053,130601,24.0  in,1920 x 1200,,5 ms,,16:10
327054,130602,31.5  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
327055,130603,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
327056,130604,24.1  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
327057,130605,24.0  in,1920 x 1080,,5 ms,,16:09
327058,130606,24.0  in,1920 x 1080,,5 ms,,16:09
327059,130607,23.0  in,1920 x 1080,,2 ms,,16:09
327060,130608,21.5  in,1920 x 1080,,2 ms,,16:09
327061,130609,21.5  in,1920 x 1080,,5 ms,,16:09
327062,130610,19.0  in,1440 x 900,,5 ms,,16:10
327063,130611,24.0  in,1920 x 1080,,2 ms,,16:09
327064,130612,19.0  in,1440 x 900,,5 ms,,16:10
327065,130613,23.0  in,1920 x 1080,,5 ms,,16:09
327066,130614,24.0  in,1920 x 1200,,5 ms,,16:10
327067,130615,19.0  in,1280 x 1024,,5 ms,,5:04
327068,130616,20.0  in,1600 x 900,,5 ms,,16:09
327069,130617,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
327070,130618,21.5  in,1920 x 1080,,5 ms,,16:09
327071,130619,19.0  in,1440 x 900,,5 ms,,16:10
327072,130620,20.0  in,1600 x 900,,5 ms,,16:09
327073,130621,23.0  in,1920 x 1080,120 Hz,5 ms,,16:09
327074,130622,23.0  in,1920 x 1080,,5 ms,,16:09
327075,130623,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327076,130624,20.0  in,1600 x 900,,5 ms,,16:09
327077,130625,21.5  in,1920 x 1080,,5 ms,,16:09
327078,130626,17.0  in,1280 x 1024,,5 ms,,5:04
327079,130627,24.0  in,1920 x 1080,,2 ms,,16:09
327080,130628,19.0  in,1440 x 900,,5 ms,,16:10
327081,130629,18.5  in,1366 x 768,,5 ms,,16:09
327082,130630,22.0  in,1680 x 1050,,2 ms,,16:10
327083,130631,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327084,130632,27.0  in,1920 x 1080,,1 ms,,16:09
327085,130633,24.0  in,1920 x 1080,,2 ms,TN,16:09
327086,130634,23.0  in,1920 x 1080,,2 ms,,16:09
327087,130635,27.0  in,1920 x 1080,,2 ms,,16:09
327088,130636,19.0  in,1440 x 900,,5 ms,,16:10
327089,130637,19.0  in,1440 x 900,,5 ms,,16:10
327090,130638,21.5  in,1920 x 1080,,5 ms,,16:09
327091,130639,22.0  in,1680 x 1050,,5 ms,,16:10
327092,130640,24.0  in,1920 x 1080,,2 ms,,16:09
327093,130641,24.0  in,1920 x 1080,,2 ms,,16:09
327094,130642,20.0  in,1600 x 900,,5 ms,,16:09
327095,130643,19.0  in,1440 x 900,,5 ms,,16:10
327096,130644,19.0  in,1280 x 1024,,5 ms,,5:04
327097,130645,17.0  in,1280 x 1024,,5 ms,,5:04
327098,130646,19.0  in,1280 x 1024,,5 ms,,5:04
327099,130647,19.0  in,1280 x 1024,,5 ms,,5:04
327100,130648,17.0  in,1280 x 1024,,5 ms,,5:04
327101,130649,24.0  in,1920 x 1080,,5 ms,,16:09
327102,130650,22.0  in,1680 x 1050,60 Hz,,TN,16:10
327103,130651,22.0  in,1920 x 1080,,5 ms,,16:09
327104,130652,24.0  in,1920 x 1080,,5 ms,,16:09
327105,130653,27.0  in,1920 x 1080,,1 ms,,16:09
327106,130654,18.5  in,1366 x 768,,5 ms,,16:09
327107,130655,24.0  in,1920 x 1200,,5 ms,,16:10
327108,130656,21.5  in,1920 x 1080,,5 ms,TN,16:09
327109,130657,22.0  in,1680 x 1050,,5 ms,,16:10
327110,130658,19.0  in,1440 x 900,,5 ms,,16:10
327111,130659,24.0  in,1920 x 1080,,5 ms,,16:09
327112,130660,17.0  in,1280 x 1024,,5 ms,,5:04
327113,130661,22.0  in,1680 x 1050,,5 ms,,16:10
327114,130662,20.0  in,1600 x 900,,5 ms,TN,16:09
327115,130663,21.5  in,1920 x 1080,,5 ms,,16:09
327116,130664,18.5  in,1366 x 768,,5 ms,TN,16:09
327117,130665,27.0  in,1920 x 1080,,5 ms,,16:09
327118,130666,20.0  in,1600 x 900,,5 ms,TN,16:09
327119,130667,18.5  in,1366 x 768,,5 ms,,16:09
327120,130668,20.0  in,1600 x 900,,5 ms,,16:09
327121,130669,23.6  in,1920 x 1080,,5 ms,,16:09
327122,130670,23.8  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327123,130671,17.0  in,1280 x 1024,,5 ms,,5:04
327124,130672,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327125,130673,19.0  in,1280 x 1024,,5 ms,,5:04
327126,130674,24.0  in,1920 x 1080,,2 ms,,16:09
327127,130675,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327128,130676,18.5  in,1366 x 768,,5 ms,TN,16:09
327129,130677,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327130,130678,23.8  in,1920 x 1080,60 Hz,5.4 ms,IPS,16:09
327131,130679,24.0  in,1920 x 1080,,25 ms,,16:09
327132,130680,19.0  in,1366 x 768,,5 ms,,16:09
327133,130681,19.0  in,1280 x 1024,60 Hz,7 ms,IPS,5:04
327134,130682,19.0  in,1280 x 1024,,5 ms,,5:04
327135,130683,21.5  in,1920 x 1080,,5 ms,,16:09
327136,130684,19.0  in,1366 x 768,,5 ms,,16:09
327137,130685,18.5  in,1366 x 768,,5 ms,,16:09
327138,130686,24.0  in,1920 x 1200,60 Hz,7 ms,,16:10
327139,130687,17.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327140,130688,23.0  in,1920 x 1080,,2 ms,,16:09
327141,130689,18.5  in,1366 x 768,,5 ms,,16:09
327142,130690,27.0  in,2560 x 1440,144 Hz,4 ms,TN,16:09
327143,130691,27.0  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
327144,130692,27.0  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
327145,130693,31.5  in,3840 x 2160,60 Hz,10 ms,IPS,16:09
327146,130694,17.0  in,1280 x 1024,,5 ms,,5:04
327147,130695,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327148,130696,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327149,130697,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327150,130698,27.0  in,2560 x 1440,60 Hz,5 ms,VA,16:09
327151,130699,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
327152,130700,24.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327153,130701,32.0  in,1366 x 768,,8 ms,,16:09
327154,130702,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327155,130703,19.0  in,1280 x 1024,,5 ms,,5:04
327156,130704,23.6  in,1920 x 1080,60 Hz,9 ms,IPS,16:09
327157,130705,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327158,130706,19.5  in,1920 x 1080,60 Hz,25 ms,VA,16:09
327159,130707,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327160,130708,19.0  in,1440 x 900,,5 ms,,16:10
327161,130709,28.0  in,3840 x 2160,60 Hz,2 ms,TN,16:09
327162,130710,32.0  in,1366 x 768,,8 ms,,16:09
327163,130711,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
327164,130712,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327165,130713,19.0  in,1280 x 1024,60 Hz,14 ms,,5:04
327166,130714,31.5  in,2560 x 1440,60 Hz,8 ms,IPS,16:09
327167,130715,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327168,130716,19.0  in,1280 x 1024,60 Hz,8 ms,IPS,5:04
327169,130717,22.0  in,1680 x 1050,,5 ms,TN,16:10
327170,130718,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327171,130719,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327172,130720,27.0  in,2560 x 1440,,5 ms,,16:09
327173,130721,24.1  in,1920 x 1200,60 Hz,,IPS,16:10
327174,130722,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327175,130723,27.0  in,2560 x 1440,,6 ms,,16:09
327176,130724,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327177,130725,27.0  in,2560 x 1440,60 Hz,5 ms,,16:09
327178,130726,27.0  in,2560 x 1440,60 Hz,12 ms,IPS,16:09
327179,130727,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327180,130728,21.5  in,1920 x 1080,60 Hz,12.5 ms,IPS,16:09
327181,130729,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327182,130730,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
327183,130731,23.5  in,1920 x 1080,,5 ms,,16:09
327184,130732,22.0  in,1920 x 1080,,5 ms,,16:09
327185,130733,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
327186,130734,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327187,130735,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327188,130736,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327189,130737,19.0  in,1280 x 1024,60 Hz,14 ms,IPS,5:04
327190,130738,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
327191,130739,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327192,130740,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327193,130741,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327194,130742,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327195,130743,21.5  in,1920 x 1080,,5 ms,TN,16:09
327196,130744,19.0  in,1366 x 768,,5 ms,,16:09
327197,130745,19.0  in,1280 x 1024,60 Hz,14 ms,IPS,5:04
327198,130746,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327199,130747,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327200,130748,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327201,130749,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327202,130750,27.0  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
327203,130751,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327204,130752,21.5  in,1920 x 1080,,5 ms,IPS,16:09
327205,130753,22.0  in,1920 x 1080,,5 ms,,16:09
327206,130754,31.5  in,3840 x 2160,,8 ms,,16:09
327207,130755,21.5  in,1920 x 1080,,5 ms,,16:09
327208,130756,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327209,130757,29.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
327210,130758,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
327211,130759,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327212,130760,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327213,130761,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327214,130762,32.0  in,2560 x 1440,60 Hz,6 ms,VA,16:09
327215,130763,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327216,130764,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327217,130765,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327218,130766,24.1  in,1920 x 1200,60 Hz,4 ms,IPS,16:10
327219,130767,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327220,130768,22.0  in,1680 x 1050,,5 ms,,16:10
327221,130769,23.0  in,1920 x 1080,,8 ms,,16:09
327222,130770,20.0  in,1600 x 900,60 Hz,5.5 ms,TN,16:09
327223,130771,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327224,130772,24.1  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327225,130773,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327226,130774,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327227,130775,27.0  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
327228,130776,24.0  in,1920 x 1200,60 Hz,2 ms,,16:10
327229,130777,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327230,130778,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327231,130779,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
327232,130780,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
327233,130781,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327234,130782,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327235,130783,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327236,130784,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327237,130785,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327238,130786,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327239,130787,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327240,130788,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327241,130789,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327242,130790,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
327243,130791,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327244,130792,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327245,130793,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327246,130794,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327247,130795,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
327248,130796,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327249,130797,27.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327250,130798,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327251,130799,27.0  in,1920 x 1080,,2 ms,,16:09
327252,130800,22.0  in,1920 x 1080,,5 ms,,16:09
327253,130801,24.0  in,1920 x 1080,,5 ms,,16:09
327254,130802,23.0  in,1920 x 1080,,2 ms,,16:09
327255,130803,27.0  in,1920 x 1080,,2 ms,TN,16:09
327256,130804,19.0  in,1280 x 1024,,5 ms,,5:04
327257,130805,17.0  in,1280 x 1024,,5 ms,,5:04
327258,130806,27.0  in,1920 x 1080,,3 ms,,16:09
327259,130807,17.0  in,1280 x 1024,,8 ms,,5:04
327260,130808,17.0  in,1280 x 1024,,8 ms,,5:04
327261,130809,19.0  in,1280 x 1024,,5 ms,,5:04
327262,130810,24.6  in,1920 x 1080,,2 ms,,16:09
327263,130811,19.0  in,1440 x 900,,5 ms,,16:10
327264,130812,23.6  in,1920 x 1080,,5 ms,,16:09
327265,130813,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327266,130814,21.5  in,1920 x 1080,60 Hz,5 ms,VA,16:09
327267,130815,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
327268,130816,22.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327269,130817,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327270,130818,27.0  in,2560 x 1440,76 Hz,8 ms,IPS,16:09
327271,130819,23.6  in,1920 x 1080,,5 ms,,16:09
327272,130820,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327273,130821,24.1  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327274,130822,24.0  in,3840 x 2160,60 Hz,14 ms,IPS,16:09
327275,130823,27.0  in,1920 x 1080,,5 ms,TN,16:09
327276,130824,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327277,130825,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327278,130826,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327279,130827,19.0  in,1280 x 1024,,5 ms,,5:04
327280,130828,23.6  in,1920 x 1080,,5 ms,,16:09
327281,130829,20.0  in,1600 x 900,,5 ms,TN,16:09
327282,130830,22.0  in,1680 x 1050,,5 ms,,16:10
327283,130831,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327284,130832,32.0  in,1366 x 768,60 Hz,8 ms,,16:09
327285,130833,27.0  in,2560 x 1440,,6 ms,,16:09
327286,130834,27.0  in,2560 x 1440,,6 ms,IPS,16:09
327287,130835,23.8  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327288,130836,19.0  in,1280 x 1024,,5 ms,,5:04
327289,130837,25.5  in,1920 x 1200,60 Hz,5 ms,TN,16:10
327290,130838,19.0  in,1280 x 1024,,5 ms,,5:04
327291,130839,17.0  in,1280 x 1024,,5 ms,TN,5:04
327292,130840,23.8  in,2560 x 1440,60 Hz,15 ms,IPS,16:09
327293,130841,23.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
327294,130842,30.0  in,2560 x 1600,,7 ms,IPS,16:10
327295,130843,20.0  in,1600 x 900,,7 ms,IPS,16:09
327296,130844,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327297,130845,32.0  in,1920 x 1080,60 Hz,8 ms,,16:09
327298,130846,24.0  in,1920 x 1200,,12 ms,IPS,16:10
327299,130847,21.5  in,1920 x 1080,,5 ms,TN,16:09
327300,130848,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327301,130849,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327302,130850,23.0  in,1920 x 1080,,5 ms,IPS,16:09
327303,130851,18.5  in,1366 x 768,,5 ms,TN,16:09
327304,130852,19.0  in,1280 x 1024,,5 ms,,5:04
327305,130853,30.0  in,2560 x 1600,,5 ms,IPS,16:10
327306,130854,24.0  in,1920 x 1200,75 Hz,5 ms,IPS,16:10
327307,130855,27.0  in,1920 x 1080,60 Hz,6 ms,,16:09
327308,130856,27.0  in,1920 x 1080,,5 ms,,16:09
327309,130857,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327310,130858,21.5  in,1920 x 1080,,5 ms,TN,16:09
327311,130859,19.0  in,1280 x 1024,,5 ms,TN,5:04
327312,130860,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327313,130861,31.5  in,1366 x 768,60 Hz,8 ms,,16:09
327314,130862,32.0  in,1366 x 768,60 Hz,8 ms,,16:09
327315,130863,24.0  in,1920 x 1200,,5 ms,IPS,16:10
327316,130864,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327317,130865,19.0  in,1440 x 900,,5 ms,TN,16:10
327318,130866,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327319,130867,19.0  in,1280 x 1024,,5 ms,,5:04
327320,130868,20.0  in,1600 x 900,,5 ms,TN,16:09
327321,130869,18.5  in,1366 x 768,,5 ms,TN,16:09
327322,130870,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327323,130871,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327324,130872,27.0  in,1920 x 1080,,,TN,16:09
327325,130873,23.0  in,1920 x 1080,,2 ms,,16:09
327326,130874,23.6  in,1920 x 1080,,5 ms,,16:09
327327,130875,19.0  in,1280 x 1024,75 Hz,5 ms,,5:04
327328,130876,27.0  in,1920 x 1080,,2 ms,,16:09
327329,130877,20.0  in,1600 x 900,,5 ms,,16:09
327330,130878,22.0  in,1920 x 1080,,2 ms,TN,16:09
327331,130879,18.5  in,1360 x 768,60 Hz,5 ms,TN,16:09
327332,130880,23.0  in,1920 x 1080,,5 ms,,16:09
327333,130881,18.5  in,1366 x 768,,5 ms,,16:09
327334,130882,22.0  in,1920 x 1080,,5 ms,,16:09
327335,130883,25.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327336,130884,19.0  in,1280 x 1024,,5 ms,,5:04
327337,130885,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327338,130886,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
327339,130887,21.5  in,1920 x 1080,60 Hz,8 ms,TN,16:09
327340,130888,27.0  in,1920 x 1080,,8 ms,,16:09
327341,130889,27.0  in,1920 x 1080,,12 ms,,16:09
327342,130890,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327343,130891,19.0  in,1440 x 900,,5 ms,TN,16:10
327344,130892,22.0  in,1920 x 1080,,5 ms,TN,16:09
327345,130893,23.0  in,1920 x 1080,60 Hz,7 ms,,16:09
327346,130894,27.0  in,1920 x 1080,,5 ms,TN,16:09
327347,130895,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327348,130896,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327349,130897,20.0  in,1600 x 900,,5 ms,,16:09
327350,130898,19.0  in,1440 x 900,,5 ms,,16:10
327351,130899,23.0  in,1920 x 1080,,5 ms,,16:09
327352,130900,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327353,130901,22.0  in,1920 x 1080,,5 ms,TN,16:09
327354,130902,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327355,130903,24.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327356,130904,23.6  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
327357,130905,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327358,130906,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327359,130907,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327360,130908,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327361,130909,20.0  in,1600 x 900,,5 ms,TN,16:09
327362,130910,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327363,130911,23.0  in,1920 x 1080,,2 ms,,16:09
327364,130912,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327365,130913,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327366,130914,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327367,130915,23.6  in,1920 x 1080,,5 ms,,16:09
327368,130916,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
327369,130917,24.0  in,1920 x 1200,,5 ms,,16:10
327370,130918,23.0  in,1920 x 1080,,7 ms,,16:09
327371,130919,22.0  in,1680 x 1050,,5 ms,,16:10
327372,130920,23.8  in,1920 x 1080,,7 ms,IPS,16:09
327373,130921,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
327374,130922,23.8  in,1920 x 1080,75 Hz,7 ms,IPS,16:09
327375,130923,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327376,130924,27.0  in,2560 x 1440,60 Hz,15 ms,IPS,16:09
327377,130925,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327378,130926,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327379,130927,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327380,130928,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
327381,130929,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327382,130930,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327383,130931,24.0  in,1920 x 1200,,5 ms,TN,16:10
327384,130932,21.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327385,130933,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327386,130934,24.0  in,1920 x 1200,60 Hz,14 ms,IPS,16:10
